drink_id,name,description,category,price_tier,sweetness_level,caffeine_content,sugar_content,calorie_content,image_url,is_alcoholic,alcohol_content,safety_flags,created_at,updated_at
158,Grand Blue,Serve in an old fashioned glass.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.336306,2025-12-04 20:49:44.33631
159,Gin Cooler,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/678xt11582481163.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.342528,2025-12-04 20:49:44.342531
160,Gin Swizzle,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.348963,2025-12-04 20:49:44.348967
161,Grass Skirt,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.355431,2025-12-04 20:49:44.355434
162,Grasshopper,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.362914,2025-12-04 20:49:44.362918
163,Grim Reaper,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.368725,2025-12-04 20:49:44.368729
164,Gin and Soda,"Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/nzlyc81605905755.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.375382,2025-12-04 20:49:44.375386
165,H.D.,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:49.937106,2025-12-04 20:49:49.93711
166,Honey Bee,"Shake ingredients with crushed ice
",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/vu8l7t1582475673.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:49.960066,2025-12-04 20:49:49.96007
167,Hot Toddy,"STEP 1
Whisk the whisky and honey together and split between 2 heatproof glasses. Add half of the cinnamon stick to each, then top up with 200ml boiling water.

STEP 2
Add a splash of lemon juice to each, then taste and add more to your preference. Finish each with a slice of lemon, studded with a clove, and serve immediately.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/ggx0lv1613942306.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:49.968875,2025-12-04 20:49:49.968878
168,Herbal flame,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.",Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:49.976592,2025-12-04 20:49:49.976596
169,Horse's Neck,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:49.983401,2025-12-04 20:49:49.983405
170,Happy Skipper,"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:49.989995,2025-12-04 20:49:49.989999
171,Hunter's Moon,"Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/t0iugg1509556712.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:49.996283,2025-12-04 20:49:49.996287
172,Halloween Punch,"Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass.",Punch / Party Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/7hcgyj1571687671.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:50.005401,2025-12-04 20:49:50.005408
174,Holloween Punch,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.",Punch / Party Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,f,0,[],2025-12-04 20:49:50.022717,2025-12-04 20:49:50.022721
175,Homemade Kahlua,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.",Homemade Liqueur,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:50.029465,2025-12-04 20:49:50.029468
176,Hot Creamy Bush,Combine all ingredients in glass,Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:50.036567,2025-12-04 20:49:50.03657
177,Harvey Wallbanger,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/7os4gs1606854357.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:50.044493,2025-12-04 20:49:50.044497
178,Hawaiian Cocktail,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:50.051611,2025-12-04 20:49:50.051615
179,Hemingway Special,Pour all ingredients into a shaker with ice. Shake.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:50.059022,2025-12-04 20:49:50.059026
180,Highland Fling Cocktail,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:50.065686,2025-12-04 20:49:50.06569
181,Hot Chocolate to Die for,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",Cocoa,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,f,0,[],2025-12-04 20:49:50.07212,2025-12-04 20:49:50.072123
182,Ipamena,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,f,0,[],2025-12-04 20:49:56.358908,2025-12-04 20:49:56.358917
183,Ice Pick,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:56.386928,2025-12-04 20:49:56.386933
184,Iced Coffee,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,f,0,[],2025-12-04 20:49:56.396389,2025-12-04 20:49:56.396393
185,Irish Cream,Mix scotch and milk. Add half-and-half. Add rest.,Homemade Liqueur,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:56.404266,2025-12-04 20:49:56.404269
186,Irish Coffee,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:56.412026,2025-12-04 20:49:56.412034
187,Irish Spring,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:56.420731,2025-12-04 20:49:56.420734
188,Imperial Fizz,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:56.428385,2025-12-04 20:49:56.428388
189,Irish Russian,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,Beer,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:56.434956,2025-12-04 20:49:56.434959
190,Imperial Cocktail,Shake with ice and strain into cocktail glass.,Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:56.442602,2025-12-04 20:49:56.442606
191,Iced Coffee Fillip,Mix together in a coffee mug and chill before serving.,Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:56.448932,2025-12-04 20:49:56.448935
192,Irish Curdling Cow,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:56.455339,2025-12-04 20:49:56.455342
193,Jam Donut,"Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.239142,2025-12-04 20:50:02.239146
194,Jitterbug,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.263031,2025-12-04 20:50:02.263035
195,Jackhammer,"Serve over ice- Warning,Deadly!",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.271938,2025-12-04 20:50:02.271941
196,Jelly Bean,mix equal parts in pony glass-tastes just like a jelly bean!,Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.279112,2025-12-04 20:50:02.279116
197,Jello shots,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.285301,2025-12-04 20:50:02.285305
198,Jamaica Kiss,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,Shake,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.291982,2025-12-04 20:50:02.291985
199,John Collins,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/0t4bv71606854479.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.298271,2025-12-04 20:50:02.298274
200,Japanese Fizz,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.304779,2025-12-04 20:50:02.304782
201,Jamaican Coffee,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.311643,2025-12-04 20:50:02.311648
202,Just a Moonmint,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Shake,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,f,0,[],2025-12-04 20:50:02.318074,2025-12-04 20:50:02.318077
203,Jewel Of The Nile,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.323954,2025-12-04 20:50:02.323957
204,Jack Rose Cocktail,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.329662,2025-12-04 20:50:02.329665
205,Jack's Vanilla Coke,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:02.335372,2025-12-04 20:50:02.335384
206,Kir,"Add the crème de cassis to the bottom of the glass, then top up with wine.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.782681,2025-12-04 20:50:07.782689
207,Karsk,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.809948,2025-12-04 20:50:07.809953
208,Kamikaze,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/d7ff7u1606855412.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.820059,2025-12-04 20:50:07.820062
209,Kir Royale,"Pour Creme de cassis in glass, gently pour champagne on top",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.82982,2025-12-04 20:50:07.829824
210,Kiwi Lemon,Mix in highball glass. Stirr. Garnish with slice of kiwi.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.836703,2025-12-04 20:50:07.83671
211,Kurant Tea,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.844264,2025-12-04 20:50:07.844268
212,Kioki Coffee,Stir. Add whipped cream to the top.,Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.850517,2025-12-04 20:50:07.85052
213,Kiwi Martini,"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/bmxmyq1630407098.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.857166,2025-12-04 20:50:07.857169
214,Kiss me Quick,mix in the glass,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.863411,2025-12-04 20:50:07.863415
215,Kool-Aid Shot,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.869596,2025-12-04 20:50:07.869599
216,Kool First Aid,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.876331,2025-12-04 20:50:07.876334
217,Kentucky B And B,Pour the bourbon and Benedictine into a brandy snifter.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.882321,2025-12-04 20:50:07.882324
218,Kentucky Colonel,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.888892,2025-12-04 20:50:07.888896
219,Kool-Aid Slammer,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:07.895598,2025-12-04 20:50:07.895602
220,Kiwi Papaya Smoothie,Throw everything into a blender and liquify.,Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,f,0,[],2025-12-04 20:50:07.901773,2025-12-04 20:50:07.901776
221,Kill the cold Smoothie,Juice ginger and lemon and add it to hot water. You may add cardomom.,Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,f,0,[],2025-12-04 20:50:07.908617,2025-12-04 20:50:07.908621
222,Limeade,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,f,0,[],2025-12-04 20:50:13.4017,2025-12-04 20:50:13.401722
223,Lunch Box,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,Beer,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.426467,2025-12-04 20:50:13.426471
224,Lemon Drop,Shake and strain into a chilled cocktail glass rimmed with sugar.,Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.436539,2025-12-04 20:50:13.436543
225,Lemon Shot,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.444874,2025-12-04 20:50:13.444878
226,Long vodka,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.452641,2025-12-04 20:50:13.452645
227,Lassi Khara,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,f,0,[],2025-12-04 20:50:13.461879,2025-12-04 20:50:13.461884
228,Lassi Raita,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,f,0,[],2025-12-04 20:50:13.470758,2025-12-04 20:50:13.470763
229,Lemouroudji,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,f,0,[],2025-12-04 20:50:13.480045,2025-12-04 20:50:13.48005
230,Loch Lomond,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.488832,2025-12-04 20:50:13.488836
231,London Town,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.497182,2025-12-04 20:50:13.497186
232,Lassi - Mango,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,f,0,[],2025-12-04 20:50:13.503926,2025-12-04 20:50:13.50393
233,Lassi - Sweet,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,f,0,[],2025-12-04 20:50:13.51113,2025-12-04 20:50:13.511134
234,Limona Corona,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",Beer,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.518027,2025-12-04 20:50:13.51803
235,Lord And Lady,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.525023,2025-12-04 20:50:13.525027
236,Lady Love Fizz,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.531338,2025-12-04 20:50:13.531342
237,Long Island Tea,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/nkwr4c1606770558.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.537652,2025-12-04 20:50:13.537656
238,Lone Tree Cooler,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.544324,2025-12-04 20:50:13.544328
239,Lone Tree Cocktail,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.551273,2025-12-04 20:50:13.551277
240,Lazy Coconut Paloma,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.557638,2025-12-04 20:50:13.557643
241,Long Island Iced Tea,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:13.563943,2025-12-04 20:50:13.563947
